row_id,payment_id,settlement_id,amount_paise,fee_paise,tax_paise,captured_at,ingested_at
pay-000969,pay_9001300,S-90013,1873624,37472,6745,2026-08-14T01:39:00Z,2026-08-14T15:51:00Z
pay-000970,pay_9001301,S-90013,1923482,38470,6925,2026-08-12T15:39:00Z,2026-08-14T15:51:00Z
pay-000971,pay_9001302,S-90013,987981,19760,3557,2026-08-13T08:39:00Z,2026-08-14T15:51:00Z
pay-000972,pay_9001303,S-90013,1391744,27835,5010,2026-08-13T14:39:00Z,2026-08-14T15:51:00Z
pay-000973,pay_9001304,S-90013,1372086,27442,4940,2026-08-12T18:39:00Z,2026-08-14T15:51:00Z
pay-000974,pay_9001305,S-90013,1385240,27705,4987,2026-08-12T18:39:00Z,2026-08-14T15:51:00Z
pay-000975,pay_9001400,S-90014,1662427,33249,5985,2026-08-14T02:16:00Z,2026-08-15T10:21:00Z
pay-000976,pay_9001401,S-90014,1800401,36008,6481,2026-08-13T16:16:00Z,2026-08-15T10:21:00Z
pay-000977,pay_9001402,S-90014,928959,18579,3344,2026-08-14T15:16:00Z,2026-08-15T10:21:00Z
pay-000978,pay_9001403,S-90014,2242390,44848,8073,2026-08-14T20:16:00Z,2026-08-15T10:21:00Z
pay-000979,pay_9001404,S-90014,801736,16035,2886,2026-08-14T02:16:00Z,2026-08-15T10:21:00Z
pay-000980,pay_9001500,S-90015,2231569,44631,8034,2026-08-14T16:00:00Z,2026-08-16T10:31:00Z
pay-000981,pay_9001501,S-90015,1348621,26972,4855,2026-08-15T10:00:00Z,2026-08-16T10:31:00Z
pay-000982,pay_9001502,S-90015,631190,12624,2272,2026-08-14T15:00:00Z,2026-08-16T10:31:00Z
pay-000983,pay_9001503,S-90015,2260096,45202,8136,2026-08-14T16:00:00Z,2026-08-16T10:31:00Z
pay-000984,pay_9001504,S-90015,2255436,45109,8120,2026-08-14T23:00:00Z,2026-08-16T10:31:00Z
pay-000985,pay_9001505,S-90015,897938,17959,3233,2026-08-15T16:00:00Z,2026-08-16T10:31:00Z
pay-000986,pay_9001506,S-90015,970907,19418,3495,2026-08-15T11:00:00Z,2026-08-16T10:31:00Z
pay-000987,pay_9001507,S-90015,1444595,28892,5201,2026-08-15T16:00:00Z,2026-08-16T10:31:00Z
pay-000988,pay_9001600,S-90016,2362005,47240,8503,2026-08-14T23:48:00Z,2026-08-16T21:55:00Z
pay-000989,pay_9001601,S-90016,1677643,33553,6040,2026-08-16T00:48:00Z,2026-08-16T21:55:00Z
pay-000990,pay_9001602,S-90016,2145759,42915,7725,2026-08-16T07:48:00Z,2026-08-16T21:55:00Z
pay-000991,pay_9001603,S-90016,1440777,28816,5187,2026-08-16T07:48:00Z,2026-08-16T21:55:00Z
pay-000992,pay_9001604,S-90016,430855,8617,1551,2026-08-15T06:48:00Z,2026-08-16T21:55:00Z
pay-000993,pay_9001605,S-90016,1558683,31174,5611,2026-08-14T22:48:00Z,2026-08-16T21:55:00Z
pay-000994,pay_9001700,S-90017,2194490,43890,7900,2026-08-17T06:19:00Z,2026-08-18T08:50:00Z
pay-000995,pay_9001701,S-90017,2425199,48504,8731,2026-08-17T04:19:00Z,2026-08-18T08:50:00Z
pay-000996,pay_9001702,S-90017,1892207,37844,6812,2026-08-16T22:19:00Z,2026-08-18T08:50:00Z
pay-000997,pay_9001703,S-90017,1416645,28333,5100,2026-08-17T05:19:00Z,2026-08-18T08:50:00Z
pay-000998,pay_9001800,S-90018,2226792,44536,8016,2026-08-18T09:06:00Z,2026-08-19T15:25:00Z
pay-000999,pay_9001801,S-90018,1121065,22421,4036,2026-08-18T21:06:00Z,2026-08-19T15:25:00Z
pay-001000,pay_9001802,S-90018,2231679,44634,8034,2026-08-18T07:06:00Z,2026-08-19T15:25:00Z
pay-001001,pay_9001803,S-90018,76304,1526,275,2026-08-18T21:06:00Z,2026-08-19T15:25:00Z
pay-001002,pay_9001804,S-90018,373644,7473,1345,2026-08-18T02:06:00Z,2026-08-19T15:25:00Z
pay-001003,pay_9001900,S-90019,1891740,37835,6810,2026-08-18T20:00:00Z,2026-08-19T19:13:00Z
pay-001004,pay_9001901,S-90019,2319154,46383,8349,2026-08-17T23:00:00Z,2026-08-19T19:13:00Z
pay-001005,pay_9001902,S-90019,2028573,40571,7303,2026-08-19T08:00:00Z,2026-08-19T19:13:00Z
pay-001006,pay_9001903,S-90019,727990,14560,2621,2026-08-18T02:00:00Z,2026-08-19T19:13:00Z
pay-001007,pay_9001904,S-90019,2015477,40310,7256,2026-08-18T00:00:00Z,2026-08-19T19:13:00Z
pay-001008,pay_9002000,S-90020,1480123,29602,5328,2026-08-06T20:52:00Z,2026-08-07T12:04:00Z
pay-001009,pay_9002001,S-90020,839569,16791,3022,2026-08-06T02:52:00Z,2026-08-07T12:04:00Z
pay-001010,pay_9002002,S-90020,1775044,35501,6390,2026-08-06T11:52:00Z,2026-08-07T12:04:00Z
pay-001011,pay_9002003,S-90020,2051594,41032,7386,2026-08-06T11:52:00Z,2026-08-07T12:04:00Z
pay-001012,pay_9002100,S-90021,307677,6154,1108,2026-08-20T06:40:00Z,2026-08-22T02:05:00Z
pay-001013,pay_9002101,S-90021,2206345,44127,7943,2026-08-21T15:40:00Z,2026-08-22T02:05:00Z
pay-001014,pay_9002102,S-90021,1905754,38115,6861,2026-08-20T19:40:00Z,2026-08-22T02:05:00Z
pay-001015,pay_9002103,S-90021,2416081,48322,8698,2026-08-21T09:40:00Z,2026-08-22T02:05:00Z
pay-001016,pay_9002200,S-90022,573031,11461,2063,2026-08-21T17:11:00Z,2026-08-23T13:51:00Z
pay-001017,pay_9002201,S-90022,1169540,23391,4210,2026-08-22T14:11:00Z,2026-08-23T13:51:00Z
pay-001018,pay_9002202,S-90022,2096903,41938,7549,2026-08-21T13:11:00Z,2026-08-23T13:51:00Z
pay-001019,pay_9002203,S-90022,1359924,27198,4896,2026-08-22T13:11:00Z,2026-08-23T13:51:00Z
pay-001020,pay_9002204,S-90022,1099256,21985,3957,2026-08-22T03:11:00Z,2026-08-23T13:51:00Z
pay-001021,pay_9002205,S-90022,1360762,27215,4899,2026-08-22T13:11:00Z,2026-08-23T13:51:00Z
pay-001022,pay_9002206,S-90022,344766,6895,1241,2026-08-22T05:11:00Z,2026-08-23T13:51:00Z
pay-001023,pay_9002207,S-90022,556316,11126,2003,2026-08-21T17:11:00Z,2026-08-23T13:51:00Z
pay-001024,pay_9002208,S-90022,173892,3478,626,2026-08-21T20:11:00Z,2026-08-23T13:51:00Z
pay-001025,pay_9002209,S-90022,325663,6513,1172,2026-08-22T06:11:00Z,2026-08-23T13:51:00Z
pay-001026,pay_9002210,S-90022,106054,2121,382,2026-08-23T04:11:00Z,2026-08-23T13:51:00Z
pay-001027,pay_9002211,S-90022,1781251,35625,6413,2026-08-22T22:11:00Z,2026-08-23T13:51:00Z
pay-001028,pay_9002300,S-90023,2094538,41891,7540,2026-08-24T00:26:00Z,2026-08-24T09:04:00Z
pay-001029,pay_9002301,S-90023,2275051,45501,8190,2026-08-22T07:26:00Z,2026-08-24T09:04:00Z
pay-001030,pay_9002302,S-90023,847336,16947,3050,2026-08-23T22:26:00Z,2026-08-24T09:04:00Z
pay-001031,pay_9002303,S-90023,343397,6868,1236,2026-08-23T16:26:00Z,2026-08-24T09:04:00Z
pay-001032,pay_9002400,S-90024,1530397,30608,5509,2026-08-22T18:58:00Z,2026-08-25T00:30:00Z
pay-001033,pay_9002401,S-90024,753179,15064,2712,2026-08-24T11:58:00Z,2026-08-25T00:30:00Z
pay-001034,pay_9002402,S-90024,197438,3949,711,2026-08-23T22:58:00Z,2026-08-25T00:30:00Z
pay-001035,pay_9002403,S-90024,433628,8673,1561,2026-08-22T19:58:00Z,2026-08-25T00:30:00Z
pay-001036,pay_9002404,S-90024,2131160,42623,7672,2026-08-22T20:58:00Z,2026-08-25T00:30:00Z
pay-001037,pay_9002405,S-90024,363992,7280,1310,2026-08-24T01:58:00Z,2026-08-25T00:30:00Z
pay-001038,pay_9002406,S-90024,856069,17121,3082,2026-08-24T13:58:00Z,2026-08-25T00:30:00Z
pay-001039,pay_9002407,S-90024,1055079,21102,3798,2026-08-24T01:58:00Z,2026-08-25T00:30:00Z
pay-001040,pay_9002408,S-90024,1333223,26664,4800,2026-08-23T23:58:00Z,2026-08-25T00:30:00Z
pay-001041,pay_9002409,S-90024,773781,15476,2786,2026-08-22T23:58:00Z,2026-08-25T00:30:00Z
pay-001042,pay_9002500,S-90025,956086,19122,3442,2026-08-03T00:56:00Z,2026-08-03T09:23:00Z
pay-001043,pay_9002501,S-90025,2358187,47164,8490,2026-08-02T07:56:00Z,2026-08-03T09:23:00Z
pay-001044,pay_9002502,S-90025,2421532,48431,8718,2026-08-03T02:56:00Z,2026-08-03T09:23:00Z
pay-001045,pay_9002600,S-90026,2128193,42564,7662,2026-08-03T10:37:00Z,2026-08-05T02:52:00Z
pay-001046,pay_9002601,S-90026,226880,4538,817,2026-08-04T16:37:00Z,2026-08-05T02:52:00Z
pay-001047,pay_9002602,S-90026,1468226,29365,5286,2026-08-04T09:37:00Z,2026-08-05T02:52:00Z
pay-001048,pay_9002603,S-90026,1965349,39307,7075,2026-08-03T20:37:00Z,2026-08-05T02:52:00Z
pay-001049,pay_9002604,S-90026,106336,2127,383,2026-08-04T02:37:00Z,2026-08-05T02:52:00Z
pay-001050,pay_9002605,S-90026,302066,6041,1087,2026-08-03T00:37:00Z,2026-08-05T02:52:00Z
pay-001051,pay_9002700,S-90027,321738,6435,1158,2026-08-04T20:13:00Z,2026-08-05T10:46:00Z
pay-001052,pay_9002701,S-90027,1044105,20882,3759,2026-08-04T11:13:00Z,2026-08-05T10:46:00Z
pay-001053,pay_9002702,S-90027,1914857,38297,6893,2026-08-04T23:13:00Z,2026-08-05T10:46:00Z
pay-001054,pay_9002703,S-90027,870351,17407,3133,2026-08-05T05:13:00Z,2026-08-05T10:46:00Z
pay-001055,pay_9002704,S-90027,1711185,34224,6160,2026-08-04T07:13:00Z,2026-08-05T10:46:00Z
pay-001056,pay_9002800,S-90028,1034612,20692,3725,2026-08-05T08:10:00Z,2026-08-07T02:07:00Z
pay-001057,pay_9002801,S-90028,478710,9574,1723,2026-08-06T13:10:00Z,2026-08-07T02:07:00Z
pay-001058,pay_9002802,S-90028,1895409,37908,6823,2026-08-05T12:10:00Z,2026-08-07T02:07:00Z
pay-001059,pay_9002803,S-90028,876031,17521,3154,2026-08-06T08:10:00Z,2026-08-07T02:07:00Z
pay-001060,pay_9002804,S-90028,2390880,47818,8607,2026-08-05T02:10:00Z,2026-08-07T02:07:00Z
pay-001061,pay_9002805,S-90028,1534957,30699,5526,2026-08-06T00:10:00Z,2026-08-07T02:07:00Z
pay-001062,pay_9002806,S-90028,1523877,30478,5486,2026-08-06T04:10:00Z,2026-08-07T02:07:00Z
pay-001063,pay_9002807,S-90028,265110,5302,954,2026-08-05T04:10:00Z,2026-08-07T02:07:00Z
pay-001064,pay_9002900,S-90029,2136639,42733,7692,2026-08-01T14:16:00Z,2026-08-02T05:10:00Z
pay-001065,pay_9002901,S-90029,1176728,23535,4236,2026-08-01T11:16:00Z,2026-08-02T05:10:00Z
pay-001066,pay_9002902,S-90029,282028,5641,1015,2026-07-31T17:16:00Z,2026-08-02T05:10:00Z
pay-001067,pay_9002903,S-90029,1830226,36605,6589,2026-08-01T07:16:00Z,2026-08-02T05:10:00Z
pay-001068,pay_9003000,S-90030,1874234,37485,6747,2026-08-02T10:08:00Z,2026-08-03T18:44:00Z
pay-001069,pay_9003001,S-90030,971443,19429,3497,2026-08-03T14:08:00Z,2026-08-03T18:44:00Z
pay-001070,pay_9003002,S-90030,277998,5560,1001,2026-08-03T05:08:00Z,2026-08-03T18:44:00Z
pay-001071,pay_9003003,S-90030,1540485,30810,5546,2026-08-03T15:08:00Z,2026-08-03T18:44:00Z
pay-001072,pay_9003004,S-90030,2415751,48315,8697,2026-08-02T08:08:00Z,2026-08-03T18:44:00Z
pay-001073,pay_9003005,S-90030,663436,13269,2388,2026-08-02T11:08:00Z,2026-08-03T18:44:00Z
pay-001074,pay_9003006,S-90030,1452518,29050,5229,2026-08-02T19:08:00Z,2026-08-03T18:44:00Z
pay-001075,pay_9003007,S-90030,114474,2289,412,2026-08-02T20:08:00Z,2026-08-03T18:44:00Z
pay-001076,pay_9003008,S-90030,1593226,31865,5736,2026-08-02T06:08:00Z,2026-08-03T18:44:00Z
pay-001077,pay_9003009,S-90030,1440421,28808,5185,2026-08-03T01:08:00Z,2026-08-03T18:44:00Z
